player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
16953,AA Kazi,Left hand Bat,Slow Left arm Orthodox,Unknown,Abrar Anjum Kazi,Abrar Anjum,
14798,J Theron,Right hand Bat,Right arm Medium fast,Unknown,Juan Theron,Juan Theron,
34126,SS Mundhe,Right hand Bat,Right arm Medium,Unknown,Shrikant Shrihari Mundhe,Shrikant Shrihari,
15862,Sunny Singh,Right hand Bat,Right arm Medium fast,Unknown,Sunny Singh,Sunny Singh,
13301,R Bishnoi,Right hand Bat,Right arm Medium fast,Unknown,Rajesh Bishnoi,Rajesh Bishnoi,
13388,AS Raut,Right hand Bat,Legbreak Googly,Unknown,Abhishek Santosh Raut,Abhishek Santosh,
14765,R Sharma,Right hand Bat,Legbreak Googly,Unknown,Rahul Sharma,Rahul Sharma,
15334,RS Sodhi,Right hand Bat,Right arm Medium,Unknown,Reetinder Singh Sodhi,Reetinder Singh,
14648,MJ Lumb,Left hand Bat,Right arm Medium,Unknown,Michael John Lumb,Michael John,
34959,LJ Wright,Right hand Bat,Right arm Medium,Unknown,Luke James Wright,Luke James,
14476,R Sathish,Right hand Bat,Right arm Medium,Unknown,Rajagopal Sathish,Rajagopal Sathish,
12372,Misbah-ul-Haq,Right hand Bat,Legbreak,Unknown,Misbah-ul-Haq Khan Niazi,Misbah-ul,
14464,OA Shah,Right hand Bat,Right arm Offbreak,Unknown,Owais Alam Shah,Owais Alam,
13248,AM Salvi,Right hand Bat,Right arm Medium,Unknown,Aavishkar Madhav Salvi,Aavishkar Madhav,
13016,A Nel,Right hand Bat,Right arm Fast medium,Unknown,Andre Nel,Andre Nel,
16380,NL McCullum,Right hand Bat,Right arm Offbreak,Unknown,Nathan Leslie McCullum,Nathan Leslie,
34811,N Saini,Right hand Bat,None,Wicketkeeper,Nitin Saini,Nitin Saini,
15261,AN Ahmed,Right hand Bat,Right arm Medium fast,Unknown,Abu Nechim Ahmed,Abu Nechim,
16743,I Malhotra,Right hand Bat,Right arm Medium fast,Unknown,Ishan Malhotra,Ishan Malhotra,
14757,MD Mishra,Right hand Bat,Right arm Offbreak,Unknown,Mohnish Dinesh Mishra,Mohnish Dinesh,
34983,RJ Peterson,Left hand Bat,Slow Left arm Orthodox,Unknown,Robin John Peterson,Robin John,
14463,CA Pujara,Right hand Bat,Legbreak,Unknown,Cheteshwar Arvind Pujara,Cheteshwar Arvind,
14489,A Uniyal,Left hand Bat,Left arm Medium,Unknown,Amit Uniyal,Amit Uniyal,
13651,GR Napier,Right hand Bat,Right arm Medium,Unknown,Graham Richard Napier,Graham Richard,
14136,J Botha,Right hand Bat,Right arm Offbreak,Unknown,Johan Botha,Johan Botha,
13227,Kamran Khan,Left hand Bat,Left arm Medium fast,Unknown,Kamran Khan,Kamran Khan,
12454,U Kaul,Left hand Bat,None,Wicketkeeper,Uday Kaul,Uday Kaul,
13620,S Tyagi,Right hand Bat,Right arm Medium,Unknown,Sudeep Tyagi,Sudeep Tyagi,
16276,BJ Haddin,Right hand Bat,None,Wicketkeeper,Bradley James Haddin,Bradley James,
12518,CK Kapugedera,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Chamara Kantha Kapugedera,Chamara Kantha,
12471,S Anirudha,Right hand Bat,None,Unknown,Srikkanth Anirudha,Srikkanth Anirudha,
13384,RJ Quiney,Left hand Bat,Right arm Medium,Unknown,Robert John Quiney,Robert John,
13260,YA Abdulla,Left hand Bat,Left arm Fast medium,Unknown,Yusuf Adam Abdulla,Yusuf Adam,
12650,TM Dilshan,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tillakaratne Mudiyanselage Dilshan,Tillakaratne Mudiyanselage,
13551,MN van Wyk,Right hand Bat,Slow Left arm Orthodox,Wicketkeeper,Morne Nico van Wyk,Morne Nico,
14206,SS Shaikh,Right hand Bat,Right arm Medium,Unknown,Shoaib Shabbir Shaikh,Shoaib Shabbir,
15878,AC Thomas,Right hand Bat,Right arm Fast medium,Unknown,Alfonso Clive Thomas,Alfonso Clive,
15003,PD Collingwood,Right hand Bat,Right arm Medium,Unknown,Paul David Collingwood,Paul David,
15239,AP Dole,Right hand Bat,Right arm Medium fast,Unknown,Aditya Pradip Dole,Aditya Pradip,
14216,Jaskaran Singh,Right hand Bat,Right arm Medium,Unknown,Jaskaran Singh Buttar,Jaskaran Singh,
12850,H Das,Right hand Bat,None,Wicketkeeper,Halhadar Das,Halhadar Das,
33972,AA Chavan,Left hand Bat,Slow Left arm Orthodox,Unknown,Ankeet Anil Chavan,Ankeet Anil,
13986,A Mithun,Right hand Bat,Right arm Medium,Unknown,Abhimanyu Mithun,Abhimanyu Mithun,
12339,S Vidyut,Left hand Bat,Slow Left arm Orthodox,Unknown,Vidyut Sivaramakrishnan,Vidyut Sivaramakrishnan,
15851,JEC Franklin,Left hand Bat,Left arm Medium,Unknown,James Edward Charles Franklin,James Edward,
13508,AN Ghosh,Right hand Bat,Right arm Medium,Unknown,Arindam Nanigopal Ghosh,Arindam Nanigopal,
12422,RR Raje,Right hand Bat,Right arm Fast medium,Unknown,Rohan Ravindra Raje,Rohan Ravindra,
14008,SS Sarkar,Right hand Bat,Right arm Medium,Unknown,Sourav Subrata Sarkar,Sourav Subrata,
15896,RN ten Doeschate,Right hand Bat,Right arm Medium fast,Unknown,Ryan Neil ten Doeschate,Ryan Neil,
15140,DE Bollinger,Left hand Bat,Left arm Fast medium,Unknown,Douglas Erwin Bollinger,Douglas Erwin,
14567,S Ladda,Right hand Bat,Legbreak,Unknown,Sarabjit Ladda,Sarabjit Ladda,
16249,DH Yagnik,Left hand Bat,None,Unknown,Dishant Harendra Yagnik,Dishant Harendra,
13245,DP Nannes,Right hand Bat,Left arm Fast,Unknown,Dirk Peter Nannes,Dirk Peter,
13810,A Singh,Right hand Bat,Right arm Medium fast,Unknown,Amit Singh,Amit Singh,
34392,TP Sudhindra,Left hand Bat,Right arm Fast,Unknown,Taduri Prakash Chandra Sudhindra,Taduri Prakash,
15779,S Randiv,Right hand Bat,Right arm Offbreak,Unknown,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,Hewa Kaluhalamullage,
13383,PC Valthaty,Right hand Bat,Right arm Medium,Unknown,Paul Chandrashekar Valthaty,Paul Chandrashekar,
34554,P Awana,Right hand Bat,Right arm Medium,Unknown,Parvinder Awana,Parvinder Awana,
12710,Shoaib Akhtar,Right hand Bat,Right arm Fast,Unknown,Shoaib Akhtar,Shoaib Akhtar,
34530,RR Bhatkal,Right hand Bat,Right arm Medium,Unknown,Raju Ravi Bhatkal,Raju Ravi,
34343,KK Cooper,Right hand Bat,Right arm Medium,Unknown,Kevon Keston Cooper,Kevon Keston,
12661,AD Mascarenhas,Right hand Bat,Right arm Fast medium,Unknown,Adrian Dimitri Mascarenhas,Adrian Dimitri,
14541,JM Kemp,Right hand Bat,Right arm Fast medium,Unknown,Justin Miles Kemp,Justin Miles,
12362,LPC Silva,Right hand Bat,Legbreak,Unknown,Lindamlilage Prageeth Chamara Silva,Lindamlilage Prageeth,
12580,SR Tendulkar,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Unknown,Sachin Ramesh Tendulkar,Sachin Ramesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316400/316486.6.png"
13785,RJ Harris,Right hand Bat,Right arm Fast,Unknown,Ryan James Harris,Ryan James,
15339,L Ablish,Right hand Bat,Right arm Medium fast,Unknown,Love Ablish,Love Ablish,
15384,S Sriram,Left hand Bat,Slow Left arm Orthodox,Unknown,Sridharan Sriram,Sridharan Sriram,
14201,Mashrafe Mortaza,Right hand Bat,Right arm Fast medium,Unknown,Mashrafe Bin Mortaza,Mashrafe Bin,
14492,SW Tait,Right hand Bat,Right arm Fast,Unknown,Shaun William Tait,Shaun William,
6657,DP Conway,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Devon Philip Conway,Devon Philip,
8383,C Green,Right hand Bat,Right arm Fast medium,Unknown,Cameron Donald Green,Cameron Donald,
13258,VS Malik,Right hand Bat,Right arm Medium,Unknown,Vikramjeet Singh Malik,Vikramjeet Singh,
4339,N Jagadeesan,Right hand Bat,None,Wicketkeeper,Narayan Jagadeesan,Narayan Jagadeesan,
76,Sandeep Sharma,Right hand Bat,Right arm Medium,Unknown,Sandeep Sharma,Sandeep Sharma,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362
14279,Y Nagar,Right hand Bat,Right arm Offbreak,Unknown,Yogesh Nagar,Yogesh Nagar,
1314,IR Jaggi,Right hand Bat,Legbreak Googly,Unknown,Ishank Rajiv Jaggi,Ishank Rajiv,
44,Imran Tahir,Right hand Bat,Legbreak Googly,Unknown,Mohammad Imran Tahir,Mohammad Imran,
900,PJ Sangwan,Right hand Bat,Left arm Medium,Unknown,Pradeep Jaibeer Sangwan,Pradeep Jaibeer,
11943,MEK Hussey,Left hand Bat,Right arm Medium,Unknown,Michael Edward Killeen Hussey,Michael Edward,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319708.1.png"
2024,L Ngidi,Right hand Bat,Right arm Fast medium,Unknown,Lungisani True-man Ngidi,Lungisani True,
11991,SM Pollock,Right hand Bat,Right arm Fast medium,Unknown,Shaun Maclean Pollock,Shaun Maclean,
35966,MDKJ Perera,Left hand Bat,None,Wicketkeeper,Mathurage Don Kusal Janith Perera,Mathurage Don,
8748,Vijaykumar Vyshak,Right hand Bat,Right arm Medium,Unknown,Vijaykumar Vyshak,Vijaykumar Vyshak,
38647,JW Hastings,Right hand Bat,Right arm Fast medium,Unknown,John Wayne Hastings,John Wayne,
7546,Harshit Rana,Right hand Bat,Right arm Fast,Unknown,Harshit Pradeep Rana,Harshit Pradeep,
8098,A Tomar,Right hand Bat,Right arm Offbreak,Unknown,Abhijeet Tomar,Abhijeet Tomar,
1327,CJ Jordan,Right hand Bat,Right arm Fast medium,Unknown,Christopher James Jordan,Christopher James,
2315,P Chopra,Right hand Bat,Legbreak Googly,Occasional Wicketkeeper,Prashant Chopra,Prashant Chopra,
11971,SK Warne,Right hand Bat,Legbreak Googly,Unknown,Shane Keith Warne,Shane Keith,
16693,AC Blizzard,Left hand Bat,Left arm Medium,Unknown,Aiden Craig Blizzard,Aiden Craig,
36610,DJG Sammy,Right hand Bat,Right arm Medium,Unknown,Daren Julius Garvey Sammy,Daren Julius,
49,KD Karthik,Right hand Bat,Right arm Offbreak,Wicketkeeper,Krishnakumar Dinesh Karthik,Krishnakumar Dinesh,
176,B Stanlake,Left hand Bat,Right arm Fast,Unknown,Billy James Stanlake,Billy James,
10109,MA Starc,Left hand Bat,Left arm Fast,Unknown,Mitchell Aaron Starc,Mitchell Aaron,
11940,SB Joshi,Left hand Bat,Slow Left arm Orthodox,Unknown,Sunil Bandacharya Joshi,Sunil Bandacharya,
12746,Younis Khan,Right hand Bat,"Right arm Medium, Legbreak",Unknown,Mohammad Younis Khan,Mohammad Younis,
40242,P Sahu,Right hand Bat,Legbreak Googly,Unknown,Pardeep Sahu,Pardeep Sahu,
418,MM Patel,Right hand Bat,Right arm Medium fast,Unknown,Munaf Musa Patel,Munaf Musa,
12252,DB Das,Right hand Bat,Legbreak Googly,Unknown,Debabrata Baidya Das,Debabrata Baidya,
6287,RV Patel,Right hand Bat,Right arm Medium fast,Unknown,Ripal Vinubhai Patel,Ripal Vinubhai,
12539,T Taibu,Right hand Bat,Right arm Medium,Wicketkeeper,Tatenda Taibu,Tatenda Taibu,
34697,CJ McKay,Right hand Bat,Right arm Fast medium,Unknown,Clinton James McKay,Clinton James,
14360,RA Shaikh,Left hand Bat,Left arm Medium,Unknown,Rahil Akhil Ahmed Shaikh,Rahil Akhil,
2188,M Prasidh Krishna,Right hand Bat,Right arm Fast medium,Unknown,Muralikrishna Prasidh Krishna,Muralikrishna Prasidh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Prasidh%20Krishna.png
6047,GHS Garton,Left hand Bat,Left arm Fast,Unknown,George Henry Simmons Garton,George Henry,
54,DS Kulkarni,Right hand Bat,Right arm Medium,Unknown,Dhawal Sunil Kulkarni,Dhawal Sunil,
69,WP Saha,Right hand Bat,None,Wicketkeeper,Wriddhiman Prasanta Saha,Wriddhiman Prasanta,
42,A Zampa,Right hand Bat,Legbreak Googly,Unknown,Adam Zampa,Adam Zampa,https://www.espncricinfo.com/cricketers/adam-zampa-379504
40725,PSP Handscomb,Right hand Bat,None,Wicketkeeper,Peter Stephen Patrick Handscomb,Peter Stephen,
8295,RS Hangargekar,Right hand Bat,Right arm Fast medium,Unknown,Rajvardhan S Hangargekar,Rajvardhan S,
67,HM Amla,Right hand Bat,"Right arm Medium, Right arm Offbreak",Unknown,Hashim Mahomed Amla,Hashim Mahomed,
25,RG Sharma,Right hand Bat,Right arm Offbreak,Unknown,Rohit Gurunath Sharma,Rohit Gurunath,
11972,SK Trivedi,Right hand Bat,Right arm Medium,Unknown,Siddharth Kishorkumar Trivedi,Siddharth Kishorkumar,
13595,TL Suman,Right hand Bat,Right arm Offbreak,Unknown,Tirumalasetti Laxminarayana Suman,Tirumalasetti Laxminarayana,
34774,A Ashish Reddy,Right hand Bat,Right arm Medium,Unknown,Ammana Ashish Reddy,Ammana Ashish,
12238,B Chipli,Right hand Bat,Right arm Medium,Unknown,Bharat Chipli,Bharat Chipli,
14653,S Narwal,Left hand Bat,Right arm Medium,Unknown,Sumit Narwal,Sumit Narwal,
12204,SD Chitnis,Right hand Bat,Right arm Offbreak,Unknown,Siddharth Dilip Chitnis,Siddharth Dilip,
35864,Sunny Gupta,Right hand Bat,Right arm Offbreak,Unknown,Sunny Gupta,Sunny Gupta,
31,TG Southee,Right hand Bat,Right arm Medium fast,Unknown,Timothy Grant Southee,Timothy Grant,
17,BCJ Cutting,Right hand Bat,Right arm Fast medium,Unknown,Benjamin Colin James Cutting,Benjamin Colin,
38548,BE Hendricks,Left hand Bat,Left arm Fast medium,Unknown,Beuran Eric Hendricks,Beuran Eric,
13083,BAW Mendis,Right hand Bat,Right arm Offbreak,Unknown,Balapuwaduge Ajantha Winslow Mendis,Balapuwaduge Ajantha,
12327,SA Asnodkar,Right hand Bat,Right arm Offbreak,Unknown,Swapnil Ashok Asnodkar,Swapnil Ashok,
11970,D Salunkhe,Right hand Bat,Legbreak,Unknown,Dinesh Salunkhe,Dinesh Salunkhe,
11966,M Kaif,Right hand Bat,Right arm Offbreak,Unknown,Mohammad Kaif,Mohammad Kaif,
36536,IC Pandey,Right hand Bat,Right arm Medium,Unknown,Ishwar Chand Pandey,Ishwar Chand,
14487,P Dogra,Right hand Bat,Legbreak,Unknown,Paras Dogra,Paras Dogra,
13692,LA Carseldine,Left hand Bat,Left arm Medium,Unknown,Lee Andrew Carseldine,Lee Andrew,
19,Bipul Sharma,Left hand Bat,Slow Left arm Orthodox,Unknown,Bipul Sharma,Bipul Sharma,
4170,JR Philippe,Right hand Bat,None,Wicketkeeper,Joshua Ryan Philippe,Joshua Ryan,
16199,TD Paine,Right hand Bat,Right arm Medium,Wicketkeeper,Timothy David Paine,Timothy David,
11937,AA Noffke,Right hand Bat,Right arm Fast medium,Unknown,Ashley Allan Noffke,Ashley Allan,
12041,Kamran Akmal,Right hand Bat,None,Wicketkeeper,Kamran Akmal,Kamran Akmal,
36311,BJ Rohrer,Left hand Bat,None,Occasional Wicketkeeper,Ben James Rohrer,Ben James,
36555,CM Gautam,Right hand Bat,None,Wicketkeeper,Chidhambaram Muralidharen Gautam,Chidhambaram Muralidharen,
41020,F Behardien,Right hand Bat,Right arm Fast medium,Unknown,Farhaan Behardien,Farhaan Behardien,
37031,PV Tambe,Right hand Bat,Legbreak,Unknown,Pravin Vijay Tambe,Pravin Vijay,
35892,MC Juneja,Right hand Bat,Right arm Offbreak,Unknown,Manprit Charanjit Juneja,Manprit Charanjit,
41286,ER Dwivedi,Right hand Bat,None,Wicketkeeper,Eklavya Rakesh Dwivedi,Eklavya Rakesh,
35459,K Upadhyay,Right hand Bat,Right arm Medium,Unknown,Krishnakant Upadhyay,Krishnakant Upadhyay,
37347,MG Neser,Right hand Bat,Right arm Medium fast,Unknown,Michael Gertges Neser,Michael Gertges,
40895,UT Khawaja,Left hand Bat,Right arm Medium,Unknown,Usman Tariq Khawaja,Usman Tariq,
40385,KJ Abbott,Right hand Bat,Right arm Fast medium,Unknown,Kyle John Abbott,Kyle John,
38924,DJ Muthuswami,Right hand Bat,Right arm Medium,Unknown,Domnic Joseph Muthuswami,Domnic Joseph,
6360,Anmolpreet Singh,Right hand Bat,Right arm Offbreak,Unknown,Anmolpreet Singh,Anmolpreet Singh,
3011,JP Behrendorff,Right hand Bat,Left arm Fast medium,Unknown,Jason Paul Behrendorff,Jason Paul,
27,AT Rayudu,Right hand Bat,Right arm Offbreak,Occasional Wicketkeeper,Ambati Thirupathi Rayudu,Ambati Thirupathi,
1437,AD Russell,Right hand Bat,Right arm Fast,Unknown,Andre Dwayne Russell,Andre Dwayne,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Andre%20Russell.png
34601,V Pratap Singh,Right hand Bat,Right arm Medium,Unknown,Veer Pratap Singh,Veer Pratap,
1856,LE Plunkett,Right hand Bat,Right arm Fast,Unknown,Liam Edward Plunkett,Liam Edward,
13563,RE van der Merwe,Right hand Bat,Slow Left arm Orthodox,Unknown,Roelof Erasmus van der Merwe,Roelof Erasmus,
58,RV Uthappa,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Robin Venu Uthappa,Robin Venu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Robin%20Uthappa.png
8945,PD Salt,Right hand Bat,Right arm Offbreak,Wicketkeeper,Philip Dean Salt,Philip Dean,
293,V Shankar,Right hand Bat,Right arm Medium,Unknown,Vijay Shankar,Vijay Shankar,https://www.espncricinfo.com/cricketers/vijay-shankar-477021
37595,NJ Maddinson,Left hand Bat,Slow Left arm Orthodox,Unknown,Nicolas James Maddinson,Nicolas James,
11934,CL White,Right hand Bat,Legbreak Googly,Unknown,Cameron Leon White,Cameron Leon,
11969,M Rawat,Right hand Bat,None,Wicketkeeper,Mahesh Rawat,Mahesh Rawat,
9181,Gurnoor Brar,Left hand Bat,Right arm Fast,Unknown,Gurnoor Brar,Gurnoor Brar,
46,BB McCullum,Right hand Bat,"Right arm Medium, Right arm Offbreak",Wicketkeeper,Brendon Barrie McCullum,Brendon Barrie,
13863,M Morkel,Left hand Bat,Right arm Fast,Unknown,Morne Morkel,Morne Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png
7902,KS Sharma,Right hand Bat,Right arm Offbreak,Unknown,Karan Sunny Sharma,Karan Sunny,
16648,P Parameswaran,Right hand Bat,Left arm Medium,Unknown,Prasanth Parameswaran,Prasanth Parameswaran,
33961,P Prasanth,Left hand Bat,Slow Left arm Orthodox,Unknown,Padmanabhan Prasanth,Padmanabhan Prasanth,
5473,Lalit Yadav,Right hand Bat,Right arm Offbreak,Unknown,Lalit Yadav,Lalit Yadav,
16,DJ Hooda,Right hand Bat,Right arm Offbreak,Unknown,Deepak Jagbir Hooda,Deepak Jagbir,
1990,IS Sodhi,Right hand Bat,Legbreak,Unknown,Inderbir Singh Sodhi,Inderbir Singh,
494,BB Sran,Left hand Bat,Left arm Medium,Unknown,Barinder Balbirsingh Sran,Barinder Balbirsingh,
34382,DJ Harris,Right hand Bat,Right arm Medium,Unknown,Daniel Joseph Harris,Daniel Joseph,
3518,Y Prithvi Raj,Left hand Bat,Left arm Medium,Unknown,Prithvi Raj Yarra,Prithvi Raj,
1964,JP Duminy,Left hand Bat,Right arm Offbreak,Unknown,Jean-Paul Duminy,Jean-Paul,
15866,NJ Rimmington,Right hand Bat,Right arm Fast medium,Unknown,Nathan John Rimmington,Nathan John,
21,A Nehra,Right hand Bat,Left arm Medium fast,Unknown,Ashish Nehra,Ashish Nehra,
3495,Harpreet Brar,Left hand Bat,Slow Left arm Orthodox,Unknown,Harpreet Brar,Harpreet Brar,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641
6033,GD Phillips,Right hand Bat,Right arm Offbreak,Wicketkeeper,Glenn Dominic Phillips,Glenn Dominic,
181,RR Pant,Left hand Bat,None,Wicketkeeper,Rishabh Rajendra Pant,Rishabh Rajendra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Rishabh%20Pant.png
15829,AUK Pathan,Right hand Bat,Right arm Medium,Unknown,Asad Ullah Khan Pathan,Asad Ullah,
5562,Jalaj S Saxena,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Unknown,Jalaj Sahai Saxena,Jalaj Sahai,
3230,R Parag,Right hand Bat,Legbreak,Unknown,Riyan Parag,Riyan Parag,https://www.espncricinfo.com/cricketers/riyan-parag-1079434
183,CR Brathwaite,Right hand Bat,Right arm Fast medium,Unknown,Carlos Ricardo Brathwaite,Carlos Ricardo,
4406,AT Carey,Left hand Bat,None,Wicketkeeper,Alex Tyson Carey,Alex Tyson,
11967,DS Lehmann,Left hand Bat,Slow Left arm Orthodox,Unknown,Darren Scott Lehmann,Darren Scott,
7134,SS Prabhudessai,Right hand Bat,Right arm Medium,Unknown,Suyash S Prabhudessai,Suyash S,
10939,N Thushara,Right hand Bat,Right arm Medium fast,Unknown,Nuwan Thushara,Nuwan Thushara,https://www.espncricinfo.com/cricketers/nuwan-thushara-955235
11068,LB Williams,Left hand Bat,Right arm Medium fast,Unknown,Lizaad Buyron Williams,Lizaad Buyron,
10163,Naman Dhir,Right hand Bat,Right arm Offbreak,Unknown,Naman Dhir,Naman Dhir,https://www.espncricinfo.com/cricketers/naman-dhir-1287032
11376,Gulbadin Naib,Right hand Bat,Right arm Medium fast,Unknown,Gulbadin Naib,Gulbadin Naib,
11781,Aniket Verma,Right hand Bat,Right arm Medium fast,Unknown,Aniket Verma,Aniket Verma,https://www.espncricinfo.com/cricketers/aniket-verma-1409976
10690,Tanush Kotian,Right hand Bat,Right arm Offbreak,Unknown,Tanush Kotian,Tanush Kotian,
11847,Priyansh Arya,Left hand Bat,Right arm Offbreak,Unknown,Priyansh Arya,Priyansh Arya,https://www.espncricinfo.com/cricketers/priyansh-arya-1175456
11854,Suryansh Shedge,Right hand Bat,Right arm Medium fast,Unknown,Suryansh Shedge,Suryansh Shedge,https://www.espncricinfo.com/cricketers/suryansh-shedge-1339698
10078,SD Hope,Right hand Bat,None,Wicketkeeper,Shai Diego Hope,Shai Diego,
10160,L Wood,Left hand Bat,Left arm Fast medium,Unknown,Luke Wood,Luke Wood,
